Semester;College;Level;Major;Nationality;Gender;Total Registered
Spring 2017;Sharia and Islamic Studies;Undergraduate;Dawa;Non-Qatari;Male;42
Spring 2017;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Qatari;Male;12
Fall 2017;Arts and Sciences;Undergraduate;Arabic Language;Qatari;Female;65
Fall 2017;Arts and Sciences;Undergraduate;General Science;Non-Qatari;Female;146
Fall 2017;Arts and Sciences;Undergraduate;International Affairs;Non-Qatari;Female;39
Fall 2017;Arts and Sciences;Undergraduate;Mass Communication;Qatari;Male;91
Fall 2017;Arts and Sciences;Master;Material Sci and Technology;Qatari;Male;1
Fall 2017;Arts and Sciences;Doctorate - PhD;Biological & Environmental Sci;Qatari;Female;3
Fall 2017;Arts and Sciences;Doctorate - PhD;Gulf Studies;Qatari;Female;7
Fall 2017;Business and Economics;Undergraduate;Accounting;Qatari;Female;281
Fall 2017;Business and Economics;Undergraduate;General Business;Non-Qatari;Female;260
Fall 2017;Business and Economics;Undergraduate;Management;Non-Qatari;Male;33
Fall 2017;Business and Economics;Undergraduate;Management;Qatari;Male;109
Fall 2017;Business and Economics;Undergraduate;Marketing;Qatari;Female;271
Fall 2017;Business and Economics;Undergraduate;Marketing;Qatari;Male;37
Fall 2017;Business and Economics;Master;Accounting;Non-Qatari;Male;6
Fall 2017;Business and Economics;Master;Accounting;Qatari;Female;6
Fall 2017;Education;Undergraduate;Special Education;Non-Qatari;Female;10
Fall 2017;Education;Master;Curriculum,Instruc. & Assessm.;Non-Qatari;Female;13
Fall 2017;Education;Master;Special Education;Qatari;Female;1
Fall 2017;Engineering;Foundation;Engineering Foundation;Non-Qatari;Male;68
Fall 2017;Engineering;Undergraduate;Architecture;Qatari;Female;96
Fall 2017;Engineering;Undergraduate;Electrical Engineering;Non-Qatari;Male;197
Fall 2017;Engineering;Undergraduate;General Engineering;Non-Qatari;Female;7
Fall 2017;Engineering;Master;Electrical Engineering;Non-Qatari;Male;16
Fall 2017;Engineering;Doctorate - PhD;Architecture;Non-Qatari;Male;1
Fall 2017;Engineering;Doctorate - PhD;Environmental Engineering;Non-Qatari;Male;1
Fall 2017;Engineering;Doctorate - PhD;Urban Planning and Design;Non-Qatari;Female;1
Fall 2017;Health Sciences;Undergraduate;Human Nutrition;Non-Qatari;Female;102
Fall 2017;Health Sciences;Master;Public Health;Non-Qatari;Female;20
Fall 2017;Health Sciences;Master;Public Health;Non-Qatari;Male;13
Fall 2017;Law;Undergraduate;Law;Qatari;Female;896
Fall 2017;Medicine;Undergraduate;General Medicine;Qatari;Female;54
Fall 2017;Medicine;Undergraduate;Medicine;Non-Qatari;Female;46
Fall 2017;Pharmacy;Undergraduate;Pharmacy;Non-Qatari;Female;96
Fall 2017;Sharia and Islamic Studies;Undergraduate;Dawa;Non-Qatari;Female;51
Fall 2017;Sharia and Islamic Studies;Undergraduate;Dawa;Qatari;Female;131
Fall 2017;Sharia and Islamic Studies;Undergraduate;General Sharia;Qatari;Male;19
Fall 2017;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Non-Qatari;Female;51
Fall 2017;Sharia and Islamic Studies;Master;Fiqh and Usul Al Fiqh;Non-Qatari;Female;8
Fall 2017;Sharia and Islamic Studies;Master;Fiqh and Usul Al Fiqh;Qatari;Male;6
Spring 2018;Arts and Sciences;Foundation;Science Foundation;Non-Qatari;Female;95
Spring 2018;Arts and Sciences;Undergraduate;Chemistry;Non-Qatari;Female;102
Spring 2018;Arts and Sciences;Undergraduate;General Science;Qatari;Female;74
Spring 2018;Arts and Sciences;Undergraduate;General Science;Qatari;Male;5
Spring 2018;Arts and Sciences;Undergraduate;Mathematics;Qatari;Female;1
Spring 2018;Arts and Sciences;Undergraduate;Psychology;Qatari;Female;189
Spring 2018;Arts and Sciences;Undergraduate;Sociology;Non-Qatari;Female;49
Spring 2018;Arts and Sciences;Undergraduate;Sport Science;Qatari;Male;3
Spring 2018;Arts and Sciences;Master;Arabic Language & Literature;Non-Qatari;Female;8
Spring 2018;Arts and Sciences;Master;Material Sci and Technology;Non-Qatari;Female;20
Spring 2018;Arts and Sciences;Doctorate - PhD;Gulf Studies;Qatari;Female;5
Spring 2018;Business and Economics;Undergraduate;Management;Non-Qatari;Male;27
Spring 2018;Business and Economics;Undergraduate;Management Information Systems;Qatari;Male;7
Spring 2018;Business and Economics;Master;Marketing;Qatari;Male;2
Spring 2018;Education;Undergraduate;General Education;Non-Qatari;Female;108
Spring 2018;Education;Undergraduate;Secondary Education;Non-Qatari;Male;21
Spring 2018;Education;Diploma;Early Childhood;Qatari;Female;3
Spring 2018;Education;Master;Curriculum,Instruc. & Assessm.;Qatari;Male;1
Spring 2018;Engineering;Foundation;Engineering Foundation;Non-Qatari;Male;51
Spring 2018;Engineering;Foundation;Engineering Foundation;Qatari;Male;53
Spring 2018;Engineering;Undergraduate;Computer Engineering;Qatari;Male;21
Spring 2018;Engineering;Undergraduate;Computer Science;Non-Qatari;Female;48
Spring 2018;Engineering;Undergraduate;Electrical Engineering;Non-Qatari;Female;98
Spring 2018;Engineering;Master;Engineering Management;Non-Qatari;Female;10
Spring 2018;Engineering;Master;Environmental Engineering;Qatari;Female;1
Spring 2018;Engineering;Master;Mechanical Engineering;Non-Qatari;Male;20
Spring 2018;Engineering;Master;Urban Planning and Design;Qatari;Female;4
Spring 2018;Engineering;Doctorate - PhD;Electrical Engineering;Non-Qatari;Male;11
Spring 2018;Engineering;Doctorate - PhD;Material Sci and Engin;Qatari;Female;1
Spring 2018;Engineering;Doctorate - PhD;Mechanical Engineering;Qatari;Male;1
Spring 2018;Health Sciences;Undergraduate;Biomedical Sciences;Non-Qatari;Female;100
Spring 2018;Law;Master;Private Law;Qatari;Female;16
Spring 2018;Law;Master;Public Law;Qatari;Male;21
Spring 2018;Medicine;Foundation;Medicine Foundation;Non-Qatari;Male;1
Spring 2018;Medicine;Undergraduate;General Medicine;Non-Qatari;Male;14
Spring 2018;Pharmacy;Doctor in PharmD;Pharmacy;Non-Qatari;Female;13
Spring 2018;Pharmacy;Doctor in PharmD;Pharmacy;Qatari;Female;3
Fall 2018;Arts and Sciences;Foundation;Science Foundation;Non-Qatari;Male;51
Fall 2018;Arts and Sciences;Undergraduate;Environmental Sciences;Non-Qatari;Female;51
Fall 2018;Arts and Sciences;Undergraduate;International Affairs;Non-Qatari;Female;28
Fall 2018;Arts and Sciences;Undergraduate;Statistics;Non-Qatari;Female;28
Fall 2018;Arts and Sciences;Undergraduate;Statistics;Non-Qatari;Male;15
Fall 2018;Arts and Sciences;Master;Environmental Sciences;Non-Qatari;Male;6
Fall 2018;Business and Economics;Undergraduate;Accounting;Qatari;Male;72
Fall 2018;Business and Economics;Undergraduate;Management;Qatari;Female;208
Fall 2018;Business and Economics;Undergraduate;Management;Qatari;Male;76
Fall 2018;Business and Economics;Undergraduate;Management Information Systems;Qatari;Female;29
Fall 2018;Business and Economics;Undergraduate;Management Information Systems;Qatari;Male;9
Fall 2018;Business and Economics;Master;Accounting;Qatari;Male;3
Fall 2018;Education;Foundation;Education Foundation;Non-Qatari;Female;14
Fall 2018;Education;Undergraduate;General Education;Qatari;Male;15
Fall 2018;Education;Undergraduate;Physical Education;Non-Qatari;Male;7
Fall 2018;Education;Undergraduate;Physical Education;Qatari;Female;30
Fall 2018;Education;Undergraduate;Secondary Education;Qatari;Male;9
Fall 2018;Education;Diploma;Early Childhood;Non-Qatari;Female;5
Fall 2018;Education;Diploma;Primary Education;Non-Qatari;Female;16
Fall 2018;Education;Master;Curriculum,Instruc. & Assessm.;Qatari;Male;1
Fall 2018;Education;Master;Education Leadership;Non-Qatari;Male;1
Fall 2018;Engineering;Foundation;Engineering Foundation;Qatari;Female;208
Fall 2018;Engineering;Undergraduate;Civil Engineering;Qatari;Male;51
Fall 2018;Engineering;Undergraduate;Electrical Engineering;Non-Qatari;Female;82
Fall 2018;Engineering;Undergraduate;Electrical Engineering;Non-Qatari;Male;182
Fall 2018;Engineering;Master;Computing;Qatari;Female;5
Fall 2018;Engineering;Master;Mechanical Engineering;Non-Qatari;Male;19
Fall 2018;Engineering;Master;Urban Planning and Design;Qatari;Female;5
Fall 2018;Engineering;Doctorate - PhD;Computer Engineering;Non-Qatari;Female;1
Fall 2018;Engineering;Doctorate - PhD;Electrical Engineering;Non-Qatari;Female;4
Fall 2018;Engineering;Doctorate - PhD;Industrial and Systems Eng.;Non-Qatari;Male;1
Fall 2018;Engineering;Doctorate - PhD;Material Sci and Engin;Non-Qatari;Male;2
Fall 2018;Law;Undergraduate;Law;Qatari;Male;327
Fall 2018;Law;Master;Public Law;Non-Qatari;Female;1
Fall 2018;Law;Certificate;Law;Qatari;Female;3
Fall 2018;Law;Certificate;Law;Qatari;Male;6
Fall 2018;Medicine;Foundation;Medicine Foundation;Non-Qatari;Male;1
Fall 2018;Medicine;Doctorate - PhD;Medical Sciences;Non-Qatari;Male;1
Fall 2018;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Non-Qatari;Male;17
Fall 2018;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Qatari;Male;10
Fall 2018;Sharia and Islamic Studies;Master;Fiqh and Usul Al Fiqh;Qatari;Female;15
Fall 2018;Sharia and Islamic Studies;Master;Quranic Sciences and Exegesis;Non-Qatari;Male;12
Fall 2018;Sharia and Islamic Studies;Master;Religions & Dialog of Civiliz.;Non-Qatari;Male;4
Spring 2019;Arts and Sciences;Undergraduate;Environmental Sciences;Qatari;Female;23
Spring 2019;Arts and Sciences;Undergraduate;General Science;Qatari;Male;4
Spring 2019;Arts and Sciences;Undergraduate;Mathematics;Qatari;Female;5
Spring 2019;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Non-Qatari;Male;29
Spring 2019;Arts and Sciences;Master;Environmental Sciences;Non-Qatari;Female;11
Spring 2019;Arts and Sciences;Doctorate - PhD;Gulf Studies;Non-Qatari;Female;8
Spring 2019;Arts and Sciences;Doctorate - PhD;Gulf Studies;Non-Qatari;Male;11
Spring 2019;Arts and Sciences;Doctorate - PhD;Gulf Studies;Qatari;Female;7
Spring 2019;Business and Economics;Doctorate - PhD;Business Administration;Non-Qatari;Male;6
Spring 2019;Education;Undergraduate;Education (Math & Sci);Qatari;Female;1
Spring 2019;Education;Undergraduate;General Education;Non-Qatari;Female;149
Spring 2019;Education;Undergraduate;Primary Education;Qatari;Female;447
Spring 2019;Education;Diploma;Special Education;Non-Qatari;Female;2
Spring 2019;Education;Master;Master of Special Education;Non-Qatari;Female;6
Spring 2019;Education;Master;Master of Special Education;Non-Qatari;Male;2
Spring 2019;Engineering;Undergraduate;Architecture;Qatari;Female;94
Spring 2019;Engineering;Master;Engineering Management;Qatari;Male;21
Spring 2019;Engineering;Master;Environmental Engineering;Non-Qatari;Male;11
Spring 2019;Engineering;Doctorate - PhD;Chemical Engineering;Non-Qatari;Male;1
Spring 2019;Engineering;Doctorate - PhD;Computer Science;Non-Qatari;Male;1
Spring 2019;Engineering;Doctorate - PhD;Computer Science;Qatari;Female;1
Spring 2019;Engineering;Doctorate - PhD;Material Sci and Engin;Non-Qatari;Female;1
Spring 2019;Engineering;Doctorate - PhD;Mechanical Engineering;Non-Qatari;Female;1
Spring 2019;Engineering;Doctorate - PhD;Mechanical Engineering;Qatari;Male;1
Spring 2019;Health Sciences;Foundation;Health Sciences Foundation;Non-Qatari;Female;2
Spring 2019;Health Sciences;Undergraduate;General Health Sciences;Non-Qatari;Female;41
Spring 2019;Health Sciences;Undergraduate;Physical Therapy;Non-Qatari;Female;12
Spring 2019;Health Sciences;Master;Public Health;Non-Qatari;Male;6
Spring 2019;Law;Master;Private Law;Non-Qatari;Male;3
Spring 2019;Law;Certificate;Law;Qatari;Female;2
Spring 2019;Medicine;Doctorate - PhD;Medical Sciences;Non-Qatari;Male;1
Spring 2019;No College Designated;Undergraduate;Undeclared;Non-Qatari;Female;15
Spring 2019;No College Designated;Undergraduate;Undeclared;Qatari;Male;32
Spring 2019;Pharmacy;Foundation;Pharmacy Foundation;Qatari;Female;7
Spring 2019;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Non-Qatari;Male;17
Spring 2019;Sharia and Islamic Studies;Undergraduate;Quran and Sunnah;Qatari;Female;2
Spring 2019;Sharia and Islamic Studies;Master;Quranic Sciences and Exegesis;Non-Qatari;Male;9
Spring 2019;Sharia and Islamic Studies;Doctorate - PhD;Fiqh and Usul Al Fiqh;Non-Qatari;Female;1
Fall 2019;Arts and Sciences;Undergraduate;Arabic Language;Qatari;Female;59
Fall 2019;Arts and Sciences;Undergraduate;Chemistry;Qatari;Female;15
Fall 2019;Arts and Sciences;Undergraduate;Chemistry;Qatari;Male;1
Fall 2019;Arts and Sciences;Undergraduate;International Affairs;Qatari;Female;403
Fall 2019;Arts and Sciences;Undergraduate;Mathematics;Non-Qatari;Female;12
Fall 2019;Arts and Sciences;Undergraduate;Psychology;Qatari;Female;209
Fall 2019;Arts and Sciences;Undergraduate;Social Work;Non-Qatari;Female;39
Fall 2019;Arts and Sciences;Undergraduate;Sport Science;Non-Qatari;Male;23
Fall 2019;Arts and Sciences;Master;Applied Statistics;Non-Qatari;Male;8
Fall 2019;Business and Economics;Undergraduate;Accounting;Qatari;Female;416
Fall 2019;Business and Economics;Undergraduate;General Business;Non-Qatari;Male;177
Fall 2019;Business and Economics;Master;Business Administration;Non-Qatari;Male;17
Fall 2019;Dental Medicine;Undergraduate;General - Dental Medicine;Non-Qatari;Female;6
Fall 2019;Education;Foundation;Education Foundation;Qatari;Female;4
Fall 2019;Education;Undergraduate;Education (Math & Sci);Non-Qatari;Female;13
Fall 2019;Education;Master;Education Leadership;Non-Qatari;Male;1
Fall 2019;Education;Master;Master of Special Education;Non-Qatari;Female;7
Fall 2019;Engineering;Foundation;Engineering Foundation;Non-Qatari;Female;49
Fall 2019;Engineering;Foundation;Engineering Foundation;Qatari;Female;276
Fall 2019;Engineering;Undergraduate;Chemical Engineering;Qatari;Female;133
Fall 2019;Engineering;Undergraduate;Electrical Engineering;Non-Qatari;Male;159
Fall 2019;Engineering;Undergraduate;General Engineering;Qatari;Male;32
Fall 2019;Engineering;Master;Computing;Non-Qatari;Male;20
Fall 2019;Engineering;Doctorate - PhD;Civil Engineering;Non-Qatari;Male;7
Fall 2019;Engineering;Doctorate - PhD;Computer Science;Qatari;Female;1
Fall 2019;Engineering;Doctorate - PhD;Engineering Management;Qatari;Male;11
Fall 2019;Engineering;Doctorate - PhD;Urban Planning and Design;Qatari;Female;1
Fall 2019;Health Sciences;Undergraduate;Physical Therapy;Qatari;Female;3
Fall 2019;Law;Master;Public Law;Qatari;Female;22
Fall 2019;Law;Certificate;Law;Non-Qatari;Female;1
Fall 2019;Medicine;Foundation;Medicine Foundation;Qatari;Female;11
Fall 2019;Medicine;Undergraduate;General Medicine;Qatari;Female;82
Fall 2019;Medicine;Undergraduate;Medicine;Qatari;Male;12
Fall 2019;Medicine;Doctorate - PhD;Medical Sciences;Qatari;Female;1
Fall 2019;No College Designated;Undergraduate;Undeclared;Non-Qatari;Male;10
Fall 2019;Sharia and Islamic Studies;Undergraduate;Dawa;Qatari;Female;36
Fall 2019;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Non-Qatari;Female;35
Fall 2019;Sharia and Islamic Studies;Master;Fiqh and Usul Al Fiqh;Non-Qatari;Male;18
Fall 2019;Sharia and Islamic Studies;Master;Quranic Sciences and Exegesis;Non-Qatari;Female;18
Fall 2019;Sharia and Islamic Studies;Master;Religions & Dialog of Civiliz.;Qatari;Male;6
Spring 2020;Arts and Sciences;Foundation;Science Foundation;Qatari;Female;42
Spring 2020;Arts and Sciences;Undergraduate;Environmental Sciences;Qatari;Female;22
Spring 2020;Arts and Sciences;Undergraduate;History;Non-Qatari;Female;25
Spring 2020;Arts and Sciences;Undergraduate;History;Qatari;Female;155
Spring 2020;Arts and Sciences;Undergraduate;International Affairs;Non-Qatari;Male;18
Spring 2020;Arts and Sciences;Undergraduate;Mass Communication;Non-Qatari;Female;152
Spring 2020;Arts and Sciences;Undergraduate;Mass Communication;Qatari;Male;114
Spring 2020;Arts and Sciences;Undergraduate;Social Work;Qatari;Female;280
Spring 2020;Arts and Sciences;Undergraduate;Social Work;Qatari;Male;2
Spring 2020;Arts and Sciences;Master;Environmental Sciences;Qatari;Female;2
Spring 2020;Arts and Sciences;Master;Environmental Sciences;Qatari;Male;1
Spring 2020;Arts and Sciences;Certificate;Arab Lang Stdy for N-Nat Spk;Non-Qatari;Male;49
Spring 2020;Business and Economics;Undergraduate;Management Information Systems;Qatari;Female;54
Spring 2020;Business and Economics;Master;Marketing;Qatari;Female;7
Spring 2020;Business and Economics;Doctorate - PhD;Business Administration;Non-Qatari;Male;5
Spring 2020;Education;Undergraduate;General Education;Non-Qatari;Female;107
Spring 2020;Education;Diploma;Primary Education;Qatari;Female;6
Spring 2020;Education;Master;Special Education;Non-Qatari;Female;1
Spring 2020;Engineering;Undergraduate;Chemical Engineering;Non-Qatari;Female;109
Spring 2020;Engineering;Undergraduate;Chemical Engineering;Qatari;Male;15
Spring 2020;Engineering;Undergraduate;Computer Science;Non-Qatari;Female;62
Spring 2020;Engineering;Master;Engineering Management;Non-Qatari;Female;15
Spring 2020;Engineering;Master;Mechanical Engineering;Non-Qatari;Male;20
Spring 2020;Engineering;Doctorate - PhD;Electrical Engineering;Non-Qatari;Male;4
Spring 2020;Engineering;Doctorate - PhD;Environmental Engineering;Non-Qatari;Female;3
Spring 2020;Engineering;Doctorate - PhD;Environmental Engineering;Non-Qatari;Male;3
Spring 2020;Health Sciences;Undergraduate;Biomedical Sciences;Qatari;Female;23
Spring 2020;Health Sciences;Undergraduate;General Health Sciences;Qatari;Female;104
Spring 2020;Health Sciences;Undergraduate;Public Health;Qatari;Female;24
Spring 2020;Health Sciences;Master;Biomedical Sciences;Qatari;Female;9
Spring 2020;Health Sciences;Master;Public Health;Non-Qatari;Male;2
Spring 2020;Law;Undergraduate;Law;Qatari;Female;1060
Spring 2020;Law;Master;Public Law;Non-Qatari;Male;1
Spring 2020;Medicine;Undergraduate;Medicine;Non-Qatari;Male;61
Spring 2020;Sharia and Islamic Studies;Undergraduate;Creed and Dawa;Qatari;Female;5
Spring 2020;Sharia and Islamic Studies;Undergraduate;General Sharia;Qatari;Male;17
Spring 2020;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Non-Qatari;Male;13
Spring 2020;Sharia and Islamic Studies;Master;Fiqh and Usul Al Fiqh;Non-Qatari;Female;7
Spring 2020;Sharia and Islamic Studies;Master;Quranic Sciences and Exegesis;Qatari;Male;6
Fall 2020;Arts and Sciences;Foundation;Science Foundation;Non-Qatari;Female;66
Fall 2020;Arts and Sciences;Undergraduate;Chemistry;Non-Qatari;Male;23
Fall 2020;Arts and Sciences;Undergraduate;English Literature&Linguistics;Non-Qatari;Female;92
Fall 2020;Arts and Sciences;Undergraduate;Environmental Sciences;Non-Qatari;Female;50
Fall 2020;Arts and Sciences;Undergraduate;History;Qatari;Male;19
Fall 2020;Arts and Sciences;Undergraduate;International Affairs;Non-Qatari;Female;40
Fall 2020;Arts and Sciences;Undergraduate;International Affairs;Qatari;Female;516
