Academic Year;Semester;College;Level;Major;Nationality;Gender;Number of Graduates
2018-19;Spring 2019;Business and Economics;Undergraduate;Management;Non-Qatari;Female;9
2018-19;Spring 2019;Business and Economics;Undergraduate;Marketing;Non-Qatari;Male;3
2018-19;Spring 2019;Arts and Sciences;Undergraduate;Psychology;Non-Qatari;Female;16
2018-19;Spring 2019;Law;Master;Public Law;Qatari;Male;4
2018-19;Spring 2019;Arts and Sciences;Undergraduate;Statistics;Non-Qatari;Male;4
2019-20;Summer 2019;Business and Economics;Undergraduate;Accounting;Qatari;Female;22
2019-20;Summer 2019;Engineering;Undergraduate;Chemical Engineering;Qatari;Male;1
2019-20;Summer 2019;Engineering;Undergraduate;Computer Engineering;Non-Qatari;Male;2
2019-20;Summer 2019;Business and Economics;Undergraduate;Economics;Non-Qatari;Female;2
2019-20;Summer 2019;Engineering;Undergraduate;Electrical Engineering;Non-Qatari;Male;8
2019-20;Summer 2019;Law;Undergraduate;Law;Non-Qatari;Female;3
2019-20;Summer 2019;Pharmacy;Undergraduate;Pharmacy;Non-Qatari;Female;1
2019-20;Fall 2019;Arts and Sciences;Undergraduate;Biological Sciences;Qatari;Female;1
2019-20;Fall 2019;Engineering;Master;Civil Engineering;Non-Qatari;Male;4
2019-20;Fall 2019;Engineering;Master;Environmental Engineering;Non-Qatari;Male;1
2019-20;Fall 2019;Arts and Sciences;Undergraduate;Environmental Sciences;Non-Qatari;Male;1
2019-20;Fall 2019;Law;Undergraduate;Law;Qatari;Male;26
2019-20;Fall 2019;Business and Economics;Undergraduate;Management;Non-Qatari;Female;4
2019-20;Fall 2019;Business and Economics;Undergraduate;Marketing;Non-Qatari;Female;2
2019-20;Fall 2019;Engineering;Doctorate - PhD;Mechanical Engineering;Non-Qatari;Male;1
2019-20;Fall 2019;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Qatari;Male;7
2019-20;Fall 2019;Law;Master;Public Law;Non-Qatari;Male;1
2019-20;Winter 2020;Business and Economics;Undergraduate;Finance;Non-Qatari;Male;6
2019-20;Winter 2020;Business and Economics;Undergraduate;Management Information Systems;Non-Qatari;Male;2
2019-20;Winter 2020;Business and Economics;Undergraduate;Marketing;Non-Qatari;Female;2
2019-20;Winter 2020;Business and Economics;Undergraduate;Marketing;Non-Qatari;Male;1
2019-20;Spring 2020;Health Sciences;Master;Biomedical Sciences;Qatari;Female;3
2019-20;Spring 2020;Health Sciences;Undergraduate;Biomedical Sciences;Qatari;Female;3
2019-20;Spring 2020;Business and Economics;Master;Business Administration;Non-Qatari;Male;1
2019-20;Spring 2020;Business and Economics;Master;Business Administration;Qatari;Female;6
2019-20;Spring 2020;Engineering;Undergraduate;Chemical Engineering;Non-Qatari;Female;15
2019-20;Spring 2020;Engineering;Undergraduate;Chemical Engineering;Non-Qatari;Male;8
2019-20;Spring 2020;Engineering;Undergraduate;Computer Engineering;Non-Qatari;Male;9
2019-20;Spring 2020;Engineering;Master;Computing;Qatari;Female;2
2019-20;Spring 2020;Sharia and Islamic Studies;Undergraduate;Dawa;Qatari;Female;7
2019-20;Spring 2020;Business and Economics;Undergraduate;Economics;Non-Qatari;Female;2
2019-20;Spring 2020;Engineering;Master;Electrical Engineering;Non-Qatari;Female;2
2019-20;Spring 2020;Engineering;Master;Engineering Management;Non-Qatari;Female;1
2019-20;Spring 2020;Engineering;Master;Engineering Management;Qatari;Female;5
2019-20;Spring 2020;Sharia and Islamic Studies;Master;Fiqh and Usul;Non-Qatari;Female;2
2019-20;Spring 2020;Sharia and Islamic Studies;Undergraduate;Fiqh and Usul;Non-Qatari;Female;2
2019-20;Spring 2020;Engineering;Doctorate - PhD;Materials Sci and Engin;Non-Qatari;Male;1
2019-20;Spring 2020;Pharmacy;Undergraduate;Pharmacy;Non-Qatari;Female;20
2019-20;Spring 2020;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Qatari;Male;5
2019-20;Spring 2020;Arts and Sciences;Undergraduate;Psychology;Non-Qatari;Female;12
2019-20;Spring 2020;Arts and Sciences;Undergraduate;Psychology;Qatari;Female;21
2019-20;Spring 2020;Sharia and Islamic Studies;Master;Quranic Sciences and Exegesis;Non-Qatari;Male;3
2019-20;Spring 2020;Sharia and Islamic Studies;Master;Religions& Dialogue of Civil.;Non-Qatari;Male;1
2019-20;Spring 2020;Education;Undergraduate;Secondary Education;Non-Qatari;Female;25
2019-20;Spring 2020;Education;Undergraduate;Secondary Education;Non-Qatari;Male;2
2019-20;Spring 2020;Arts and Sciences;Undergraduate;Social Work;Non-Qatari;Female;4
2020-21;Summer 2020;Arts and Sciences;Undergraduate;Biological Sciences;Non-Qatari;Female;1
2020-21;Summer 2020;Arts and Sciences;Undergraduate;Chemistry;Non-Qatari;Female;2
2020-21;Summer 2020;Engineering;Undergraduate;Civil Engineering;Qatari;Male;2
2020-21;Summer 2020;Engineering;Undergraduate;Computer Engineering;Non-Qatari;Male;3
2020-21;Summer 2020;Engineering;Undergraduate;Computer Science;Qatari;Female;1
2020-21;Summer 2020;Engineering;Undergraduate;Electrical Engineering;Qatari;Female;1
2020-21;Summer 2020;Law;Undergraduate;Law;Qatari;Female;14
2020-21;Summer 2020;Business and Economics;Undergraduate;Management Information Systems;Qatari;Male;1
2020-21;Fall 2020;Arts and Sciences;Master;Applied Statistics;Non-Qatari;Male;2
2020-21;Fall 2020;Business and Economics;Doctorate - PhD;Business Administration;Qatari;Female;1
2020-21;Fall 2020;Arts and Sciences;Undergraduate;Chemistry;Qatari;Male;1
2020-21;Fall 2020;Engineering;Undergraduate;Civil Engineering;Non-Qatari;Male;11
2020-21;Fall 2020;Engineering;Undergraduate;Computer Science;Qatari;Female;7
2020-21;Fall 2020;Engineering;Master;Electrical Engineering;Non-Qatari;Female;1
2020-21;Fall 2020;Engineering;Master;Engineering Management;Qatari;Female;5
2020-21;Fall 2020;Business and Economics;Undergraduate;Finance;Non-Qatari;Female;1
2020-21;Fall 2020;Business and Economics;Undergraduate;Finance;Qatari;Male;1
2020-21;Fall 2020;Sharia and Islamic Studies;Master;Fiqh and Usul;Qatari;Male;3
2020-21;Fall 2020;Sharia and Islamic Studies;Undergraduate;Fiqh and Usul;Qatari;Male;1
2020-21;Fall 2020;Arts and Sciences;Undergraduate;International Affairs;Qatari;Female;46
2020-21;Fall 2020;Law;Undergraduate;Law;Qatari;Female;74
2020-21;Fall 2020;Business and Economics;Undergraduate;Management;Qatari;Female;17
2020-21;Fall 2020;Business and Economics;Undergraduate;Management;Qatari;Male;5
2020-21;Fall 2020;Business and Economics;Undergraduate;Management Information Systems;Non-Qatari;Female;1
2020-21;Fall 2020;Business and Economics;Undergraduate;Marketing;Qatari;Female;16
2020-21;Fall 2020;Engineering;Undergraduate;Mechanical Engineering;Qatari;Male;4
2020-21;Fall 2020;Pharmacy;Doctor in PharmD;Pharmacy;Non-Qatari;Female;1
2020-21;Fall 2020;Sharia and Islamic Studies;Master;Quranic Sciences and Exegesis;Non-Qatari;Female;2
2020-21;Fall 2020;Arts and Sciences;Undergraduate;Social Work;Qatari;Female;5
2020-21;Fall 2020;Arts and Sciences;Undergraduate;Sociology;Qatari;Female;45
2020-21;Winter 2021;Engineering;Undergraduate;Civil Engineering;Non-Qatari;Male;1
2020-21;Winter 2021;Business and Economics;Undergraduate;Economics;Qatari;Female;10
2020-21;Winter 2021;Business and Economics;Undergraduate;Management;Non-Qatari;Male;6
2020-21;Winter 2021;Business and Economics;Undergraduate;Marketing;Qatari;Female;26
2020-21;Spring 2021;Engineering;Undergraduate;Architecture;Non-Qatari;Female;1
2020-21;Spring 2021;Arts and Sciences;Undergraduate;Biological Sciences;Non-Qatari;Female;11
2020-21;Spring 2021;Arts and Sciences;Undergraduate;Biological Sciences;Qatari;Female;6
2020-21;Spring 2021;Engineering;Undergraduate;Computer Engineering;Qatari;Female;13
2020-21;Spring 2021;Engineering;Undergraduate;Computer Science;Non-Qatari;Female;4
2020-21;Spring 2021;Engineering;Undergraduate;Computer Science;Qatari;Female;12
2020-21;Spring 2021;Engineering;Master;Computing;Non-Qatari;Female;3
2020-21;Spring 2021;Engineering;Master;Computing;Non-Qatari;Male;4
2020-21;Spring 2021;Education;Master;Curriculum,Instruc. & Assessm.;Non-Qatari;Male;1
2020-21;Spring 2021;Education;Master;Educational Leadership;Qatari;Female;5
2020-21;Spring 2021;Engineering;Master;Engineering Management;Non-Qatari;Male;3
2020-21;Spring 2021;Sharia and Islamic Studies;Master;Fiqh and Usul;Non-Qatari;Male;2
2020-21;Spring 2021;Arts and Sciences;Undergraduate;International Affairs;Qatari;Female;69
2020-21;Spring 2021;Law;Undergraduate;Law;Non-Qatari;Male;6
2020-21;Spring 2021;Business and Economics;Undergraduate;Management Information Systems;Non-Qatari;Female;1
2020-21;Spring 2021;Business and Economics;Undergraduate;Management Information Systems;Non-Qatari;Male;1
2020-21;Spring 2021;Business and Economics;Undergraduate;Management Information Systems;Qatari;Female;2
2020-21;Spring 2021;Arts and Sciences;Undergraduate;Mass Communication;Qatari;Male;13
2020-21;Spring 2021;Arts and Sciences;Master;Material Sci and Technology;Non-Qatari;Female;3
2020-21;Spring 2021;Engineering;Master;Mechanical Engineering;Non-Qatari;Female;1
2020-21;Spring 2021;Medicine;Undergraduate;Medicine;Qatari;Female;13
2020-21;Spring 2021;Education;Undergraduate;Physical Education;Non-Qatari;Male;5
2020-21;Spring 2021;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Qatari;Male;14
2020-21;Spring 2021;Education;Diploma;Primary Education;Non-Qatari;Female;16
2020-21;Spring 2021;Law;Master;Private Law;Non-Qatari;Female;1
2020-21;Spring 2021;Health Sciences;Undergraduate;Public Health;Qatari;Female;7
2020-21;Spring 2021;Sharia and Islamic Studies;Master;Religions& Dialogue of Civil.;Qatari;Male;1
2020-21;Spring 2021;Education;Diploma;Special Education;Non-Qatari;Male;13
2020-21;Spring 2021;Education;Master;Special Education;Qatari;Female;2
2020-21;Spring 2021;Arts and Sciences;Undergraduate;Statistics;Non-Qatari;Male;1
2021-22;Summer 2021;Engineering;Undergraduate;Chemical Engineering;Non-Qatari;Female;1
2021-22;Summer 2021;Engineering;Undergraduate;Electrical Engineering;Non-Qatari;Male;1
2021-22;Summer 2021;Arts and Sciences;Undergraduate;Mathematics;Qatari;Female;1
2021-22;Summer 2021;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Qatari;Male;2
2021-22;Fall 2021;Business and Economics;Master;Accounting;Non-Qatari;Female;2
2021-22;Fall 2021;Business and Economics;Undergraduate;Accounting;Qatari;Male;14
2021-22;Fall 2021;Arts and Sciences;Undergraduate;Arabic Language;Qatari;Female;5
2021-22;Fall 2021;Engineering;Undergraduate;Civil Engineering;Qatari;Male;4
2021-22;Fall 2021;Sharia and Islamic Studies;Undergraduate;Creed and Dawa;Non-Qatari;Female;3
2021-22;Fall 2021;Engineering;Undergraduate;Electrical Engineering;Qatari;Male;1
2021-22;Fall 2021;Sharia and Islamic Studies;Undergraduate;Fiqh and Usul;Qatari;Female;1
2021-22;Fall 2021;Arts and Sciences;Undergraduate;History;Non-Qatari;Female;2
2021-22;Fall 2021;Business and Economics;Undergraduate;Management;Qatari;Male;19
2021-22;Fall 2021;Business and Economics;Undergraduate;Marketing;Qatari;Female;36
2021-22;Fall 2021;Arts and Sciences;Undergraduate;Mass Communication;Non-Qatari;Male;12
2021-22;Fall 2021;Arts and Sciences;Master;Material Sci and Technology;Non-Qatari;Male;1
2021-22;Fall 2021;Education;Undergraduate;Primary Education;Non-Qatari;Female;18
2021-22;Fall 2021;Education;Undergraduate;Primary Education;Qatari;Female;67
2021-22;Fall 2021;Health Sciences;Undergraduate;Public Health;Non-Qatari;Female;2
2021-22;Fall 2021;Health Sciences;Undergraduate;Public Health;Qatari;Female;1
2021-22;Fall 2021;Sharia and Islamic Studies;Undergraduate;Quran and Sunnah;Non-Qatari;Female;1
2021-22;Fall 2021;Sharia and Islamic Studies;Master;Quranic Sciences and Exegesis;Qatari;Female;3
2021-22;Fall 2021;Education;Undergraduate;Secondary Education;Qatari;Female;40
2021-22;Fall 2021;Arts and Sciences;Undergraduate;Social Work;Non-Qatari;Female;2
2021-22;Spring 2022;Arts and Sciences;Master;Applied Statistics;Qatari;Female;3
2021-22;Spring 2022;Arts and Sciences;Undergraduate;Arabic Language;Non-Qatari;Female;3
2021-22;Spring 2022;Health Sciences;Undergraduate;Biomedical Sciences;Non-Qatari;Female;7
2021-22;Spring 2022;Engineering;Undergraduate;Chemical Engineering;Qatari;Female;17
2021-22;Spring 2022;Arts and Sciences;Undergraduate;Chemistry;Non-Qatari;Female;5
2021-22;Spring 2022;Engineering;Undergraduate;Civil Engineering;Non-Qatari;Male;14
2021-22;Spring 2022;Engineering;Undergraduate;Computer Engineering;Qatari;Female;14
2021-22;Spring 2022;Engineering;Undergraduate;Computer Science;Non-Qatari;Female;9
2021-22;Spring 2022;Business and Economics;Undergraduate;Economics;Qatari;Male;1
2021-22;Spring 2022;Engineering;Master;Electrical Engineering;Non-Qatari;Male;1
2021-22;Spring 2022;Engineering;Undergraduate;Electrical Engineering;Qatari;Female;5
2021-22;Spring 2022;Arts and Sciences;Undergraduate;English Literature&Linguistics;Non-Qatari;Female;18
2021-22;Spring 2022;Arts and Sciences;Undergraduate;History;Qatari;Male;2
2021-22;Spring 2022;Arts and Sciences;Undergraduate;International Affairs;Qatari;Female;80
2021-22;Spring 2022;Business and Economics;Undergraduate;Management;Qatari;Female;58
2021-22;Spring 2022;Business and Economics;Undergraduate;Management Information Systems;Qatari;Male;2
2021-22;Spring 2022;Business and Economics;Master;Marketing;Non-Qatari;Female;3
2021-22;Spring 2022;Arts and Sciences;Undergraduate;Mathematics;Non-Qatari;Female;4
2021-22;Spring 2022;Medicine;Undergraduate;Medicine;Qatari;Male;2
2021-22;Spring 2022;Pharmacy;Undergraduate;Pharmacy;Non-Qatari;Female;32
2021-22;Spring 2022;Education;Undergraduate;Physical Education;Qatari;Male;3
2021-22;Spring 2022;Education;Diploma;Primary Education;Non-Qatari;Female;7
2021-22;Spring 2022;Arts and Sciences;Undergraduate;Social Work;Qatari;Female;69
2021-22;Spring 2022;Education;Undergraduate;Special Education;Qatari;Female;21
2022-23;Summer 2022;Business and Economics;Undergraduate;Accounting;Non-Qatari;Male;6
2022-23;Summer 2022;Business and Economics;Undergraduate;Accounting;Qatari;Female;60
2022-23;Summer 2022;Arts and Sciences;Undergraduate;Arabic Language;Qatari;Female;1
2022-23;Summer 2022;Engineering;Undergraduate;Computer Science;Qatari;Female;5
2022-23;Summer 2022;Business and Economics;Undergraduate;Finance;Non-Qatari;Male;6
2022-23;Summer 2022;Engineering;Undergraduate;Industrial and Systems Eng.;Qatari;Female;2
2022-23;Summer 2022;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Non-Qatari;Female;1
2022-23;Summer 2022;Arts and Sciences;Undergraduate;Mass Communication;Qatari;Male;1
2022-23;Summer 2022;Engineering;Undergraduate;Mechanical Engineering;Non-Qatari;Male;1
2022-23;Fall 2022;Business and Economics;Master;Accounting;Non-Qatari;Female;1
2022-23;Fall 2022;Business and Economics;Undergraduate;Accounting;Qatari;Male;11
2022-23;Fall 2022;Arts and Sciences;Master;Applied Statistics;Non-Qatari;Male;1
2022-23;Fall 2022;Arts and Sciences;Undergraduate;Chemistry;Qatari;Female;2
2022-23;Fall 2022;Engineering;Undergraduate;Civil Engineering;Non-Qatari;Male;15
2022-23;Fall 2022;Engineering;Undergraduate;Computer Engineering;Qatari;Female;14
2022-23;Fall 2022;Engineering;Undergraduate;Electrical Engineering;Non-Qatari;Female;1
2022-23;Fall 2022;Arts and Sciences;Undergraduate;English Literature&Linguistics;Non-Qatari;Female;9
2022-23;Fall 2022;Arts and Sciences;Undergraduate;English Literature&Linguistics;Qatari;Female;25
2022-23;Fall 2022;Business and Economics;Undergraduate;Finance;Non-Qatari;Male;3
2022-23;Fall 2022;Law;Undergraduate;Law;Qatari;Male;35
2022-23;Fall 2022;Business and Economics;Undergraduate;Marketing;Qatari;Male;2
2022-23;Fall 2022;Arts and Sciences;Master;Material Sci and Technology;Non-Qatari;Male;1
2022-23;Fall 2022;Law;Master;Public Law;Non-Qatari;Male;1
2022-23;Fall 2022;Law;Master;Public Law;Qatari;Male;1
2022-23;Fall 2022;Sharia and Islamic Studies;Master;Religions& Dialogue of Civil.;Non-Qatari;Female;1
2022-23;Fall 2022;Education;Undergraduate;Secondary Education;Non-Qatari;Male;5
2022-23;Fall 2022;Arts and Sciences;Undergraduate;Social Work;Qatari;Female;2
2022-23;Fall 2022;Arts and Sciences;Undergraduate;Statistics;Non-Qatari;Female;1
2022-23;Fall 2022;Engineering;Master;Urban Planning;Non-Qatari;Female;3
2022-23;Spring 2023;Engineering;Undergraduate;Architecture;Non-Qatari;Female;4
2022-23;Spring 2023;Business and Economics;Master;Business Administration;Qatari;Female;2
2022-23;Spring 2023;Engineering;Doctorate - PhD;Chemical Engineering;Non-Qatari;Female;1
2022-23;Spring 2023;Arts and Sciences;Undergraduate;Chemistry;Non-Qatari;Male;2
2022-23;Spring 2023;Engineering;Undergraduate;Electrical Engineering;Non-Qatari;Female;7
2022-23;Spring 2023;Engineering;Undergraduate;Electrical Engineering;Non-Qatari;Male;13
2022-23;Spring 2023;Arts and Sciences;Undergraduate;English Literature&Linguistics;Qatari;Female;28
2022-23;Spring 2023;Business and Economics;Undergraduate;Finance;Qatari;Female;24
2022-23;Spring 2023;Business and Economics;Undergraduate;Finance;Qatari;Male;4
2022-23;Spring 2023;Engineering;Master;Gas and Process Engineering;Non-Qatari;Female;1
2022-23;Spring 2023;Arts and Sciences;Undergraduate;International Affairs;Qatari;Male;27
2022-23;Spring 2023;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Qatari;Male;3
2022-23;Spring 2023;Law;Undergraduate;Law;Qatari;Male;30
2022-23;Spring 2023;Arts and Sciences;Undergraduate;Mass Communication;Qatari;Female;39
2022-23;Spring 2023;Arts and Sciences;Undergraduate;Mass Communication;Qatari;Male;5
2022-23;Spring 2023;Medicine;Undergraduate;Medicine;Non-Qatari;Female;19
2022-23;Spring 2023;Medicine;Undergraduate;Medicine;Qatari;Female;21
2022-23;Spring 2023;Education;Undergraduate;Physical Education;Non-Qatari;Female;4
2022-23;Spring 2023;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Non-Qatari;Female;5
2022-23;Spring 2023;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Non-Qatari;Male;1
2022-23;Spring 2023;Education;Undergraduate;Secondary Education;Qatari;Female;89
2022-23;Spring 2023;Arts and Sciences;Undergraduate;Social Work;Non-Qatari;Female;19
2022-23;Spring 2023;Arts and Sciences;Undergraduate;Statistics;Qatari;Female;1
2023-24;Summer 2023;Engineering;Undergraduate;Chemical Engineering;Qatari;Male;1
2023-24;Summer 2023;Engineering;Undergraduate;Civil Engineering;Qatari;Male;1
2023-24;Summer 2023;Engineering;Undergraduate;Computer Science;Qatari;Female;1
2023-24;Summer 2023;Business and Economics;Undergraduate;Finance;Non-Qatari;Female;3
2023-24;Summer 2023;Business and Economics;Undergraduate;Finance;Non-Qatari;Male;1
2023-24;Summer 2023;Law;Undergraduate;Law;Non-Qatari;Female;3
2023-24;Summer 2023;Law;Undergraduate;Law;Qatari;Male;6
2023-24;Summer 2023;Business and Economics;Undergraduate;Management;Qatari;Male;3
2023-24;Summer 2023;Arts and Sciences;Undergraduate;Mass Communication;Qatari;Female;12
